0.5454545454545454	4	 It is good the third point underlined by Julian Huxley .	 This is , indeed , the third point underlined by Julian Huxley .	1.0
0.975609756097561	2	 In their work published in the scientific journal Journal of Medicinal Chemistry , scientists describe a number of combinations where two pairs of cages -LRB- see table -RRB- are linked by a short link , which is then systematically altered .	 In their work published in the scientific publication Journal of Medicinal Chemistry , scientists describe a number of combinations where two pairs of cages -LRB- see table -RRB- are linked by a short organic link , which is then systematically altered .	26.0
1.0	1	 Madrid and Seville come join the project .	 Madrid and Seville come to join the project .	0.0
0.7826086956521738	3	 Wapakoneta , he has studied the Blume High School -LRB- EN -RRB- .	 In Wapakoneta , he studied at Blume High School -LRB- EN -RRB- .	2.5
0.6666666666666666	10	 He promised to separate the management of the finances of the production , involving innovation and economic growth more quickly .	 He promises to separate financial management from production management , which would imply increased innovation and more rapid economic growth .	1.3846153846153846
0.888888888888889	4	 so that readers can check by themselves , he credited his card 30 dollars and has proposed to try in their usual Starbucks .	 so that readers can check by themselves , he credited his card with 30 dollars and proposed to them to try in their usual Starbucks .	1.3333333333333333
0.32653061224489793	10	 in the military world '' open '' , the government was until now only a lever funds operated by the players of the military-industrial complex American .	 In the `` open '' military world , cyber-warfare was , until now , only a funds lever operated by the players of the American military-industrial complex .	2.0833333333333335
0.9565217391304348	7	 The modern architecture tries to reconcile the traditional style and the practical needs such as numerous openings in houses , to take advantage of island breezes .	 Modern architecture tries to reconcile traditional style and practical needs , such as numerous openings in houses to take advantage of the island breezes .	4.166666666666667
1.0	1	 The equivalent of 1 % of his profits .	 The equivalent of 1 % of its profits .	0.0
0.5333333333333333	9	 Indeed , the space and the doubtful character of the information would calm the 46 % heats of the consumers .	 Indeed , the lack and the doubtful nature of information would seem to make 46 % of consumers reluctant .	2.0
1.0	3	 If we judge it by the shade of the astronaut , the hill at the bottom should be largely in the shade .	 If we judge it by the shadow of the astronaut , the hill in the background should be largely in the shade .	4.5
0.8139534883720929	7	 The professional fishermen , who do not pay taxes on the diesel oil , pay at present approximately 50 centimes by liter but they consider that the breakeven point of a boat is reached only with a diesel oil lower than 0,30 euro the liter .	 The professional fishermen , who do not pay taxes on diesel oil , pay at present approximately 50 centimes per liter but they consider that the breakeven point of a boat is reached only with a diesel oil cost of less than 0.30 euro per liter .	5.5
0.736842105263158	7	 His name is Ketheryne Elysabeth Bay -LRB- Katy Perry -RRB- , she was born on 25 October 1984 Santa Barbara in California in America , his nationaité is Américane .	 Her name is Ketheryne Elysabeth Bay -LRB- Katy Perry -RRB- , she was born on 25 October 1984 in Santa Barbara , California in America . She is American .	4.666666666666667
0.6956521739130435	4	 and the worst thing is that the more it is boring , and more people give .	 And the worst thing is that the more boring it is , the more people give .	4.0
0.9791666666666666	4	 The message is clear : it is better that Israel , the only country in the region to meet the État of law , is surrounded by authoritarian regimes where the election results are predictable , rather than Democratic États where militants are likely to gain power .	 The message is clear : it is preferable that Israel , the only country in the region to meet the State of law , is surrounded by authoritarian regimes where the election results are predictable , rather than Democratic States where Islamists are likely to gain power .	11.333333333333334
0.8000000000000002	5	 The wait lasted more than 35 minutes , it is incomprehensible since 11 , 000 people are expected to these races .	 The wait lasted more than 35 minutes , which is incomprehensible since 11,000 people are expected for these races .	2.5
0.6666666666666667	10	 France is an industrial power strong in traditional sectors such as automotive and aerospace , but it has been delayed in innovative markets on which the smaller businesses say the new technologies .	 France remains a strong industrial power in traditional sectors such as automotive and aerospace , but has lagged in innovative markets in which smaller companies disseminate new technologies .	2.5454545454545454
0.5217391304347826	10	 The apartment -LRB- finally that at this stage we again believe to be an apartment -RRB- is situated 60 centimeters against bottom of the front door .	 The apartment -LRB- well , we still believe at this stage that it is an apartment -RRB- is situated 60 centimeters just below the front door .	1.5833333333333333
0.7999999999999999	6	 All this has led by the following the release of $ 53 million from the Department of État of États-unis to promote the conservation of forests in Congo .	 All this was led by the the release of $ 53 million from the State Department of the United States to promote the conservation of forests in Congo .	3.4
0.8666666666666667	8	 I would therefore ask me to pay the amount you owe in 10 days or so I see myself forced to contact my lawyer and file a judicial complaint against you .	 I am therefore asking you to pay the amount you owe in 10 days or I will be forced to contact my lawyer and file a lawsuit against you .	3.857142857142857
0.6666666666666666	3	 Putin is in his beliefs .	 Putin acts according to his beliefs .	0.5
0.8235294117647058	4	 Worse still , Russia must use the weapon to put the EU to have complete power ?	 Worse still , Russia must use this weapon to surrender the EU to its energy power ?	2.6666666666666665
0.9047619047619048	8	 `` There has been lively exchanges between the French Presidency and the custody of the seals -LRB- '' at the time , MichÃ ¨ le Alliot-Marie -RRB- , but `` the French can not go back on the '' judicial decision , he says .	 `` There have been lively exchanges between the French Presidency and the Keeper of the Seals -LRB- '' at the time , Michèle Alliot-Marie -RRB- , but `` the French can not go back on the judicial decision , '' he says .	5.714285714285714
1.0	3	 Lecturers are demanding that the criminal prosecution should be suspended immediately .	 Lecturers requires that the ongoing criminal prosecution should be suspended immediately .	2.0
1.0	5	 Surgeons in Los Angeles said they were outraged , said Mr Camus .	 The surgeons of Los Angeles said they were outraged , Mr Camus said .	3.25
0.4324324324324324	10	 Today Henning T. 40 years he lived six psychoses acute , the last 2 years , the first of nearly 20 years .	 Today Henning T. is 40 years old , he has experienced six acute psychosis , the last one goes back to 2 years ago , the first one nearly 20 years ago .	2.1538461538461537
0.8	4	 At table I tell to my family what I made in my day .	 While eating I tell my family what I did in my day .	3.0
1.0	4	 When they fourragent in a rural village , they can use this intelligence to explore their surroundings and diversity .	 When they rummage through a rural village , they can use this information to explore their surroundings and its diversity .	5.333333333333333
0.6399999999999999	8	 This century is now a challenge to the hopes of a new world order on new plans .	 This century is now presenting a challenge to hopes for a new world order based on a new set of blueprints .	2.2857142857142856
0.8208955223880597	10	 but this incarnation , now quite elderly , some form of intellectual opportunism passes for an authentic representative of the Arab Revolutionary Youth , because it came months after the start of the events that are so many victims in his native country , by publishing a filandreuse open letter to the Syrian president is really use of politically correct to insult the memory of the real resistant Arab	 But this incarnation , now quite old , of a certain form of intellectual opportunism passes for an authentic representative of the Arab Revolutionary Youth , because it came months after the start of the events that has created so many victims in his native country , by publishing a rambling open letter to the Syrian President is an example of really using the politically correct to insult the memory of the true Arab resistants .	4.235294117647059
0.5833333333333334	3	 The diagnosis : schizo-affective psychosis , paranoid , in addition it is maniaco-dépressif , he takes medication for depression , mania , schizophrenia .	 The diagnosis : paranoid , schizo-affective psychosis , in addition he is manic-depressive , he takes medication for depression , mania and schizophrenia .	5.5
0.4888888888888889	10	 The leopard lives in diverse housing environments , he lives in the circles , wet or dry , flat or damaged warmthes or colds , forester or in plains .	 Leopards live in a variety of environments : wet or arid ; flat or hilly ; warm or cold ; forests or plains .	1.2857142857142858
0.7058823529411764	8	 The choice of policy change the most obvious concerns Iraq : if Brown to win an election as leader of Labour , it must abandon the politics of Blair and announce the quick withdrawal of British troops .	 The most obvious choice in policy change concerns Iraq : if Brown want to win an election as leader of Labour , he must abandon Blair 's politics and announce the quick withdrawal of British troops .	3.4285714285714284
0.4736842105263158	10	 When Russia considered this year to multiply by four the price of its exports gas to Ukraine , it was intended to apply the market price .	 When Russia sought earlier this year to quadruple the price of its gas exports to Ukraine , it argued that it was merely the market price .	1.8181818181818181
1.0	4	 Suppose that investors are mindful of the possibilities of disaster in the five to ten years .	 Let 's suppose that investors are mindful of the possibilities of disaster in five to ten years .	3.6666666666666665
0.9354838709677419	7	 I am at the college , in fourth , I am learning English and Spanish , as well as the other main subjects , like the French , Mathematics , history .	 I am at middle school , in the third year , I am learning English and Spanish , as well as the other main subjects , like French , Mathematics , History .	4.5
1.0	3	 I wish that my letter puts back a smile on your face .	 I hope that my letter puts a smile back on your face .	4.0
1.0	3	 Halloween is a party of Celtic origin .	 Halloween is a festival with Celtic roots .	1.5
0.8085106382978724	9	 Large signs showing Mr bagapch alongside the president and prime minister of Russia , Dmitry Medvedev and Vladimir Putin , are everywhere in this small area of 216.000 inhabitants .	 Large signboards showing Mr Bagapch alongside Russian president and prime minister , Dmitry Medvedev and Vladimir Putin , are set everywhere in this small territory with 216,000 inhabitants .	3.25
0.8148148148148148	4	 Central banks should engage with credibility on price stability in the long term .	 Central banks should engage in a credible way on price stability in the long term .	0.3333333333333333
0.5	10	 Only 7 of the council members had signed for the renewal of Brender and 7 others had voted against the impeachment by vote of Brender represented a failure of that needed to schächter .	 Only 7 of the council members had declared themselves to be in favor of Brender 's renewal while 7 others had voted against . Bender 's impeachment by the vote represented a bitter , though predictable , failure for Schächter .	1.1363636363636365
0.967741935483871	7	 Traditionally , a large majority of the budget was returning to agriculture and the lagging regions .	 Traditionally , a large majority of the budget went to agriculture and regions where development was lagging .	1.1666666666666667
1.0	3	 The people save in part due to weakness in social insurance programs the government : strengthen Social Security -LRB- pension -RRB- , public health and education will reduce the social inequality , will increase the sense of well-being of citizens and household goods .	 The people save in part due to weakness in social government insurance programs : strengthen Social Security -LRB- pension -RRB- , public health and education will reduce the social inequality , will increase the sense of well-being of citizens and household goods .	1.5
1.0	1	 The biggest north-south distance is 71 km .	 The biggest north-south distance is 71 kms .	0.0
0.8409090909090908	4	 The film tells the true story of joint efforts of Nelson Mandela and the captain of the South African rugby team François to unify the country . The newly elected President Mandela knows that his country resteencore and still divided racialement and economically after apartheid .	 The film tells the true story of joint efforts of Nelson Mandela and the captain of the South African rugby team François to unify the country . The newly elected President Mandela knows that his country still remains divided racially and economically after apartheid .	1.3333333333333333
1.0	5	 The information appearing in the present genealogy of the family TOPA , native of Cook Islands , was collected thanks to papers , on 6 loose leaves , on paper aged by time , on which the ink turned pale .	 The information appearing in this family tree of the TOPA family , native of Cook Islands , was collected thanks to papers , on 6 loose leaves , on paper aged by time , on which the ink turned pale .	1.5
0.8666666666666667	10	 It is sacrément difficult to be allowed to keep its word , said the leader of the greens Tariq al-Wazir alluding to the slogan éléctoral FDP `` we keep our promises '' .	 It is very difficult to be allowed to keep its word , said the Greens ' leader Tariq al-Wazir alluding to the FDP 's electoral catchphrase `` We keep our promises '' .	2.7777777777777777
0.696969696969697	10	 On Saturday , the ministry did not want to comment on these accusations , and sent to the commission of inquiry of the federal parliament which would be the next Wednesday to dapporter light on the facts .	 On Saturday , the ministry did not want to comment these accusations , and refers to the inquiry commission of the federal parliament which would be formed next Wednesday to bring the facs in question to light .	2.1666666666666665
0.7391304347826089	10	 Only Tamoil , company exploiting the Libyan oil , feeds the pillars of the diet by diverting millions of dollars every year in their personal profit .	 Tamoil alone , the company exploiting the Libyan oil , props up the regime by diverting millions of dollars every year to their personal benefit .	2.7777777777777777
0.8181818181818182	2	 There is Stanford 's university , UC Berkeley and Napa Valley .	 There is Stanford University , UC Berkeley and Napa Valley .	1.0
0.4941176470588235	10	 He takes there place to choose and to spread the custom of an intended international auxiliary Language , not to replace in the individual life of every people the national idioms , but to be of use to the written and oral relations between persons of different mother tongues .	 It is necessary for the choice and widespread use of International Auxiliary Language , not to replace national idioms in the individual life of every people , but to be used to for the benefit of written and oral relations between people with different mother tongues .	2.142857142857143
0.7391304347826088	10	 The police intervened early Tuesday 15 November to evacuate Zuccotti Park , where digging the movement Occupy Wall Street , before a judge will not temporarily suspend the deportation order .	 The police intervened early on Tuesday November 15 to evacuate Zuccotti Park , where the Occupy Wall Street movement is camped , before a judge could temporarily suspend the eviction order .	2.4
0.782608695652174	5	 I want to cancel a subscription , I have already made opposition to your prélévements .	 I want to cancel my subscription , I have already cancelled your debits .	2.5
0.6875	4	 One of the resolutions adopted proposes to rename the Central Beauharnois Barrage AdÃ © lard Godbout .	 One of the resolutions adopted proposes to rename the Central Beauharnois as Barrage Adélard Godbout .	1.0
0.7647058823529412	3	 Indeed , the increase in American rates was in a series of rate increases -- the 16th in a row .	 Indeed , the increase in American rates was just another one in a series of rate increases -- the 16th in a row .	1.0
0.8085106382978723	8	 But the 15th House criminal has also ordered that a medical expertise to Liliane Bettencourt , aged 87 years , should be conducted as a college by three doctors .	 But the 15th criminal court has also ordered that a medical expertise to Liliane Bettencourt , 87 years old , should be led collectively by three doctors .	3.142857142857143
0.5454545454545454	10	 My colonel , Here are some explanations to come to Barben : by leaving Marignane , to take the direction Salon de Provence then Pélissanne .	 Colonel , Here are some indications for coming to La Barben : when leaving Marignane , head for Salon de Provence then Pélissanne .	1.9
1.0	4	 This is the presidential spokesman Radim ochvat who told the meeting .	 It was the presidential spokesman Radim Ochvat who informed the meeting .	2.6666666666666665
0.39999999999999997	10	 The dancers like a dress for courses and tests , to look in the mirror and feeling good .	 Dancers like a lot being well dressed for the classes and the tests , in order to look themselves in the mirror and to feel good .	1.8461538461538463
0.12121212121212123	9	 No economy is a universe closed , independent , governed by laws , independent of the law , morality and politics .	 No economy is a closed world , independent , governed by law independent from laws , moral or politics .	1.875
0.5185185185185185	10	 In case the treatment would be made from the outside of Europe , the intervention could be disrupted by the system of the applicable right .	 If the processing were outside Europe , the intervention could be disrupted by the applicable legal system .	1.8461538461538463
0.7741935483870969	4	 At the request , the CDS of installation can be shipped home or in the workplace .	 Upon request , the CD of installation can be shipped home or to the workplace .	4.333333333333333
0.380952380952381	4	 Because the WestLB , injured , is still strong pressure .	 Because the WestLB , injured , is still under a lot of pressure .	0.6666666666666666
0.6666666666666666	2	 Imagine the effect that would have a Pakistani Institute at the head of global research into cancer .	 Imagine the influence that a Pakistani institute would have at the head of global research into cancer .	4.0
0.9318181818181818	2	 After contesting the scientific evidence highlighting the problems , the biggest polluter of the planet , the United States , has simply refused to act beyond mere appeal to a certain voluntary restriction that we see little to work in America in any case .	 After contesting the scientific evidence highlighting the problems , the biggest polluter of the planet , the United States , has simply refused to act beyond mere appeal to a certain voluntary restriction that we see little achievement in America in any case .	1.0
0.8235294117647058	9	 To avoid it , the producers cut side of the tooth of hens with a razor .	 To avoid that , the producers cut off the tip of the chickens ' beaks with a hot blade .	1.875
0.5581395348837209	10	 Given that the rallying to Czechoslovakia is allegedly promising , knowing the Czech National - that of brutality , attitude regardless , lack of understanding , oppression and servitude , the authors of the letter calling on the American president to take in its hands the protectorate of the Šumava for now and forever .	 Given that the rallying in Czechoslovakia is only allegedly promising , knowing the Czech National character - that of brutality , of a spiteful attitude , of a lack of understanding , of oppression and of servitude , the authors of the letter beg the American president to take over the Šumava Protectorate for now and forever .	2.3684210526315788
0.5882352941176471	10	 when Johan Hufnagel , co-founder of Slate fr , Jean-Christophe FÃ © raud Liberation , Eric Mettout Express fr , Fabrice Arfi and Christope Gueugneau of MÃ © diapart embarking on a journalistic substantive discussion -LRB- is it the responsibility of the media to resume good info exit by a fellow competitor ? -RRB- , the arguments are flying , the tone sometimes and the exchanges are lively .	 when Johan Hufnagel , co-founder of Slate.fr , Jean-Christophe Féraud of Libération , Eric Mettout of L' Express.fr , Fabrice Arfi and Christope Gueugneau of Médiapart embarked on a substantive journalistic discussion -LRB- is it the responsibility of the media to take up a scoop put out by a colleague/competitor ? -RRB- , the arguments flew , the tone sometimes becoming heated and the exchanges were lively .	2.259259259259259
0.5777777777777778	10	 In Europe , where the discipline of the parties is respected and where the parties , and not the candidates , according to election campaigns money plays a role less important .	 In Europe , where party cohesion is strong and the parties , not candidates , finance election campaigns , money plays a smaller role .	1.8571428571428572
0.6440677966101694	10	 We are going to take advantage thus soon of more cunning devices , corresponding in our new lifestyle , often social , mobile , contextualisé , personalized , '' always one '' .	 So we are soon going to take advantage of smarter devices , corresponding to our new lifestyle , often social , mobile , contextualized , personalized , `` always on '' .	3.0
1.0	2	 For more than 20 years I have argued that the high rates of unemployment to Western Europe could persist .	 For more than 20 years I have argued that the high rates of unemployment in Western Europe could not persist .	4.0
0.6923076923076923	5	 Although recent studies demonstrated that the American opinion was always more shared on this subject .	 Although recent studies demonstrated that American opinion remains divided on this subject .	1.5
0.5230769230769231	10	 How the failed photos number of artists and criticisms criticisms criticisms criticisms criticisms criticisms criticisms criticisms of which delights they could obtain a note suitable to eyes Acquine while they feed an artistic creation inspired exactly by the questioning of the notion of aesthetics	 How the failed photos that delight many artists and critics could obtain an adequate mark in the eyes Acquine while they feed an artistic creation inspired precisely by the questioning of the very notion of aesthetics .	1.9545454545454546
0.631578947368421	9	 The votes have continued to rise yesterday against this project , both in the Republican side that Democrat .	 Indeed , voices continued to be raised yesterday against this project , both on the Republican and Democratic side .	2.125
0.7090909090909091	10	 in March 2010 , on the occasion of World Day of censorship on the Internet of Reporters Without Borders , Google Vice President David Drummond , who had supported the '' Netizen price '' of Reporters without Borders , said at the awards ceremony of the prize awarded to the blog to defend the right of women , we exchange .	 in March 2010 , on the occasion of the Reporters Without Borders World Day against Cyber-censorship , David Drummond , Vice President of Google , which sponsored the `` Netizen prize '' , said at the awards ceremony of the prize awarded to the blog to defend the rights of women , we exchange .	2.0
0.30555555555555564	10	 However , awake , the experience of dream , hear and see things that others do not perceive , has quickly reputation in the Western world to be mad or drugged , or at least to be an original .	 However , the one , who experiences the state of dream when awaken , hears and sees things that others do not , has quickly the reputation of being mad or drugged in our Western world , or at least of being an eccentric .	1.6363636363636365
0.8205128205128205	10	 Among the prescriptive , there are measures of state tax in favour of managers and benefits for the public in terms of mobility : Viewers will be able to enter the zone restricted traffic , and will have special tariffs for parking spaces and in some parks .	 Among the expected norms , there are state tax measures in favour of managers and benefits for the public in terms of mobility : viewers will be able to enter the restricted traffic zone and will have special rates for parking spaces and in certain parking garages .	4.090909090909091
1.0	4	 The Oréal Paris has just added a new name to its list jalousée of ambassadors : Diane Kruger .	 L'Oréal Paris has just added a new name to its envied list of ambassadors : Diane Kruger .	4.0
0.6153846153846153	2	 Too much stigmatizing as it is said .	 Too stigmatizing , it is said .	2.0
0.9620253164556963	8	 The problem is that the best and brightest elements of Russia , which Jenning praises `` big management capabilities , professionalism , productivity and the ambition of social and economic '' did not seem to regard as a concern their remoteness of political decision-making .	 The problem is that the best and brightest elements of Russia , which Jenning praises for `` big management capabilities , professionalism , productivity and social and economic ambition '' do n't seem to regard as a concern their remoteness from political decision-making .	3.7142857142857144
0.8000000000000002	8	 In the interview granted to Al Jazeera , one of the members returns on this partnership : we are a group which works together , some of us are Ass 's foal , some are not there .	 In the interview given to Al Jazeera , one of the members returns to this partnership : we are a group who work together , some of us are Anons , some are not .	4.714285714285714
0.7777777777777778	3	 The American embassy knows him about good source .	 The American embassy knows it from a good source .	0.5
0.923076923076923	4	 The great resources as the election period .	 Great resources as in an election period .	1.3333333333333333
1.0	5	 Card of second homes in Paris , by Alexandre Léchenet La foot-à-terrisation also concerns the dry purchase .	 Map of second homes in Paris , by Alexandre Léchenet Pied-à-terre effect also concerns straight purchase .	3.75
1.0	1	 The announcement of the arrest was first reported by The New York Times , on Friday evening .	 The announcement of the arrestation was first reported by The New York Times , on Friday evening .	0.0
0.7586206896551724	4	 Knowing that we are staying in Chaatalay Ban Hua Hin , please include your transfers .	 As we are staying in Ban Chaatalay in Hua Hin , please include your transfers .	2.3333333333333335
0.8292682926829268	9	 Finally , with the opportunities provided Turkey with its Islamic traditions , contacts , its resources and geography , the EU will be better positioned to exert a stabilising influence on a region which inevitably affect the security of Europe .	 Finally , with the opportunities that Turkey -- with its Islamic traditions , its regional contacts , and resources and geography -- the EU will be better positioned to exert a stabilizing influence on a region that will inevitably affect the security of Europe .	3.875
0.8571428571428571	2	 The Italians must decide for the future of their country if they want a leader who has the stature needed .	 The Italians must decide for the future of their country if they want a leader who has the necessary stature .	1.0
0.7692307692307692	9	 The offer of operators is unfortunately wretched and it is limited in most cases of radio tubes fast facts .	 The offer from the operators is unfortunately wretched and it is limited , in most cases , to rapidly built radio tubes .	2.0
0.5333333333333333	8	 Goodbye old Cinema Paradiso , cities éliment historical rooms .	 Goodbye old Cinema Paradiso , cities are getting rid of the historic movie palaces .	0.5714285714285714
0.6875	3	 But the army pays benefits of disability are well below the value of lost income .	 But the army pays disability benefits which are well below the value of lost income .	1.0
0.9009009009009009	8	 we have not been able to update , but enjoy the World Refugee Day , celebrated on 20 June by the UN High Commissioner for Refugees , which celebrates its 60th anniversary this year - to get back on the situation of border deaths , which seems never to have been disastrous and deadly as this year .	 We have not been able to update it , but are using the World Refugee Day , celebrated on 20 June by the UN High Commissioner for Refugees , which celebrates its 60th anniversary this year - to return to the situation of border deaths , which seems never to have been so disastrous and deadly as this year .	7.571428571428571
0.5517241379310345	10	 however , no later than in 2009 , the collapse of the course around $ 40 had suspended or slowed many projects .	 However , by 2009 , the collapse of the price to around $ 40 had caused the suspension or delay of many projects .	2.0
1.0	3	 Composer-songwriter of most of its songs , Mariah Carey is , according to the magazine Billboard , the most popular feminine interpreter of the 1990s in the United States .	 Composer-songwriter of most of her songs , Mariah Carey is , according to the magazine Billboard , the most popular female singer of the 1990s in the United States .	8.5
0.7368421052631579	8	 Then , rather than to ask `` does Haystack work ? '' We should wonder `` does Haystack exist ? ''	 So rather than asking `` does Haystack work ? '' , we should be asking `` does Haystack exist ? ''	2.142857142857143
1.0	1	 Once again , the answer lies in the low interest rates .	 Once again , the answer lies in low interest rates .	0.0
0.5599999999999999	4	 a giant sector : 15,000 people , 3.4 billion euros in turnover .	 A giant in the sector : 15,000 people , 3.4 billion euro in turnover .	3.0
0.59375	9	 Now , this notion of immediate division of the work -LRB- and , to a lesser extent , its creation in a time restricts -RRB- is one of characteristic of the twittérature .	 Now , this notion of the immediate division of the work -LRB- and , to a lesser extent , its creation in a limited amount of time -RRB- is one of the characteristics of twitterature .	3.25
0.7142857142857143	10	 If it , then there will be arrested for the offence of `` high treason , '' which accused the justice , according to the revolutionary government .	 If he leaves , he will be arrested for the crime of `` high treason '' of which the court accused him , according to the revolutionary government .	1.9
0.6976744186046512	10	 unprecedented , the Advisory Committee of the Treasury for borrowing -LRB- before TBAc is exempted issues -RRB- , which brings together the leaders of the main megabanks and investment funds involved in the debt market , took his pen to write to Tim Geithner , the Secretary of the Treasury .	 An unprecedented act , the Treasury Borrowing Advisory Committee -LRB- TBAC -RRB- , which brings together the leaders of the main megabanks and investment funds involved in the debt market , took up the pen to write to Tim Geithner , the Treasury Secretary .	2.5789473684210527
0.8767123287671234	8	 as said Jared Cohen during his speech on the State Department 's use of new technologies and innovation in the practice of diplomacy : every university , every company in the private sector , is de facto a think-tank and a strategic partner with regard to technology and innovation and their relevance and implementation in foreign policy -LRB- ... -RRB- they would have to raise their hand and say '' we want to involve us .	 As Jared Cohen said during his speech on the State Department 's use of new technologies and innovation in the practice of diplomacy : every university , every company in the private sector , is de facto a think-tank and a strategic partner with regard to technology and innovation and their relevance and implementation in foreign policy -LRB- ... -RRB- they only have to raise their hand and say `` we want to be involved '' .	10.571428571428571
0.85	6	 Despite the efforts of the minister Janota debt is growing faster and faster and with it , the expenses related to the interests .	 Despite the efforts of minister Janota the debt is thus going to grow faster and faster and with it , the expenses related to the interests .	1.6
1.0	3	 Many other Paul Newman are shrouded in history .	 Many other Paul Newman went to history .	1.0
1.0	2	 Despite the fact that the continent to agree on the principle , the idea of an early-warning system should be studied .	 Despite the impossibility that the continent agree on the principle , the idea of an early-warning system should be studied .	4.0
0.7199999999999999	7	 As it is its right , he sent in Paris Habitat a demand of compromise .	 As is his right , he sent Paris-Habitat a request for compromise .	2.0
0.7142857142857143	3	 Good Puck also of Marie Luise Schilp , maid Meermädchen de Carla Spletter .	 Good Puck also by Marie Luise Schilp , Maid Meermädchen by Carla Spletter .	3.5
0.5882352941176471	10	 To place responsibility on the ? tÚ is a fairly common in communications , through which the Úohs is washing his hands .	 Placing responsibility on the ? TÚ is a fairly common act in communications , through which the ÚOHS washes its hands of the affair .	2.1
1.0	2	 My room is orange with an office and two shelves .	 My room is orange with a desk and two shelves .	1.0
0.5853658536585366	10	 The decline is perhaps due to improved tactics of terrorist groups that have moved to reduce their vulnerability while killing also ruthlessly informants suspected , says the site .	 This decline is perhaps due to improved tactics from the terrorist groups that have progressed in order to reduce their vulnerability while also ruthlessly killing the suspected informants , the site says .	2.909090909090909
0.761904761904762	5	 the public media silent for three days what happens in the country .	 The public media remained silent for three days on what was happening in the country .	2.5
0.08695652173913043	7	 Student agency is the only carrier coach to offer the services of cabin .	 Student agency is the only coach carrier that offers services from stewards	1.3333333333333333
0.3636363636363636	9	 access to African waters , extremely rich fishery , is an overarching strategic challenge for Europe .	 Access to African waters , extremely rich in fish , is a strategic issue of primordial importance for Europe .	1.625
0.9285714285714286	6	 In the 1950s , blacks are not allowed to sit in the front of buses , two of the main players in American foreign policy are black .	 In the 1950s , Black people were not allowed to sit in the front of buses , today two of the main actors in American foreign policy are Black .	4.4
0.8333333333333334	6	 In her judgment , judge Lucy Billing forbade the application of the regulation of the private park , which bans tents and temporary installations .	 In her judgment , Judge Lucy Billing forbade application of the private park regulation , which bans tents and temporary installations .	2.6
0.8333333333333334	5	 For example , president of the Association nahlas Rudolf kalovský has indicated that a compulsory vaccination would be more positive .	 For example , the president of the association Nahlas Rudolf Kalovský indicated that a compulsory vaccination would be more positive .	1.75
1.0	2	 The shortages are very rare .	 Shortages are very rare .	1.0
0.6666666666666666	10	 The young in particular , tend to view Eatonville as Hurston considers the entire race : beautiful , and all , neither better nor worse , but also proud , creative , bosseuse , crazy and confused that the other racial and ethnic groups in America .	 The young in particular , tend to view Eatonville the way Hurston viewed her entire race : beautiful , problematic , neither better nor worse , but proud , creative , hardworking , crazy and mixed , just like the other ethnic and racial groups in America .	2.5384615384615383
0.5263157894736842	5	 When the news , he said that it would be for him a ` invitation to act '' .	 Right after the announcement , he said that it would be for him an `` invitation to act '' .	3.25
0.8421052631578947	2	 It has often been stated that the prime minister , Levi Eshkol spoke seven languages , all in Yiddish .	 It has often been claimed that the prime minister Levi Eshkol spoke seven languages , all in Yiddish .	5.0
0.9189189189189189	5	 When you buy a car at General Motors , 80 cents of every dollar spent back to GM , which manages almost alone .	 When you buy a General Motors car , 80 cents of every dollar spent goes back to GM , which manages itself almost alone .	4.75
0.9714285714285714	4	 This calls for more funding , which should come from the main beneficiaries of the sale of medicines : the pharmaceutical industry , as the monitoring of air safety is funded by the airlines .	 This calls for more funding , which should come from the main beneficiaries of the sale of medicines : the pharmaceutical industry , in the same way as the monitoring of air safety is funded by the airlines .	1.0
0.8181818181818182	6	 For 27 years , children will take the continuation of the publishing house .	 At 27 years old , the children will take over the publishing house .	1.8
1.0	1	 Thus , a large number of countries have come to Canada , rather than the US as an example for their own constitution in the years following the end of the Cold War .	 Thus , a large number of countries have turned to Canada , rather than the US as an example for their own constitution in the years following the end of the Cold War .	0.0
0.76	10	 For years , has accused of taking the torch of Fidel Castro in supporting a radical rhetoric and anti-imperialist revolutionary , not to say , throughout Latin America .	 For years , he has been accused of taking the torch from Fidel Castro in supporting a radical and anti-imperialist , we could even say revolutionary , rhetoric throughout Latin America .	2.7777777777777777
0.7857142857142857	10	 ultimately , the ambition of the DelanoÃ `` team is to put an end to the very large disparity in the allocation of council flats on the communal territory .	 The ultimate ambition of the Delanoë team was to put an end to the very large disparity in the allocation of HLMs throughout the council 's area .	2.5454545454545454
0.6666666666666667	7	 We have already raised repeatedly on mobil.cz the fact that operators Czechs are among the more expensive in Europe .	 We have already mentioned many times on Mobil.cz the fact that Czech operators are among the most expensive in Europe .	2.0
0.7173913043478262	10	 Ten years ago was published The age of Jérémie Rifkin 's access , in which the American author announced the imminent arrival of a new age of the capitalism and a company based on the access to the properties : the role of the property is undergoing a radical transformation .	 Ten years ago , Jeremy Rifkin 's The Age of Access was published , in which the American author announced the imminent arrival of a new age of capitalism and a society based on access to goods and services : the role of ownership is undergoing a radical transformation .	2.5625
